Date,Heure,Date de,Produit,Code ISIN,Description,FX,Mouvements,,Solde,,ID Ordre
06-10-2021,00:00,05-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1971,32",
05-10-2021,00:00,04-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1971,35",
04-10-2021,00:00,03-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"1971,40",
01-10-2021,00:00,30-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1971,49",
30-09-2021,00:00,29-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,02",EUR,"1971,53",
29-09-2021,00:00,28-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1971,55",
28-09-2021,00:00,27-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1971,59",
27-09-2021,00:00,26-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"1971,64",
24-09-2021,00:00,23-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1971,72",
23-09-2021,00:00,22-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1971,76",
22-09-2021,00:00,21-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1971,80",
21-09-2021,00:00,20-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,06",EUR,"1971,83",
20-09-2021,00:00,19-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,07",EUR,"1971,88",
17-09-2021,00:00,16-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1971,96",
16-09-2021,00:00,15-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1972,00",
15-09-2021,00:00,14-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1972,03",
14-09-2021,00:00,13-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1972,07",
13-09-2021,00:00,12-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,07",EUR,"1972,12",
10-09-2021,00:00,09-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1972,19",
09-09-2021,00:00,08-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1972,23",
08-09-2021,00:00,07-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1972,27",
07-09-2021,00:00,06-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1972,30",
06-09-2021,00:00,05-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,09",EUR,"1972,35",
03-09-2021,00:00,02-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1972,44",
02-09-2021,00:00,01-09-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1972,49",
01-09-2021,00:00,31-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1972,53",
31-08-2021,00:00,30-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1972,56",
30-08-2021,00:00,29-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,09",EUR,"1972,60",
27-08-2021,00:00,26-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1972,70",
26-08-2021,15:58,26-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Vente 0,000001 @ 9 863,6569 EUR",,,,EUR,"1972,73",
26-08-2021,00:00,25-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1972,72",
25-08-2021,13:57,25-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Vente 0,00701 @ 9 863,825 EUR",,,,EUR,"1972,76",
25-08-2021,13:57,25-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Vente 0,88 @ 9 863,825 EUR",,,,EUR,"1903,61",
25-08-2021,00:00,24-08-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,23",EUR,"1903,61",
24-08-2021,15:28,24-08-2021,AMUNDI PHYS GOLD,FR0013416716,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-0,61",EUR,"1903,84",5cb39c2e-0f2f-4cfe-b13d-61e5fbf40891
24-08-2021,15:28,24-08-2021,AMUNDI PHYS GOLD,FR0013416716,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-2,00",EUR,"1904,45",5cb39c2e-0f2f-4cfe-b13d-61e5fbf40891
24-08-2021,15:28,24-08-2021,AMUNDI PHYS GOLD,FR0013416716,"Achat 50 AMUNDI PHYS GOLD@61,335 EUR (FR0013416716)",,EUR,"-3066,75",EUR,"1906,45",5cb39c2e-0f2f-4cfe-b13d-61e5fbf40891
24-08-2021,15:09,24-08-2021,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-0,86",EUR,"4973,20",3d609e40-5614-4027-abec-2095a28f711c
24-08-2021,15:09,24-08-2021,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-2,00",EUR,"4974,06",3d609e40-5614-4027-abec-2095a28f711c
24-08-2021,15:09,24-08-2021,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,"Achat 20 ISHARES $ TIPS UCITS ETF@215,97 EUR (IE00B1FZSC47)",,EUR,"-4319,40",EUR,"4976,06",3d609e40-5614-4027-abec-2095a28f711c
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Operation de change - Crédit,"1,1740",USD,"369,23",USD,"0,00",909cfb28-14a8-4492-b063-df38a74d2dbf
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Opération de change - Débit,,EUR,"-314,50",EUR,"9295,46",909cfb28-14a8-4492-b063-df38a74d2dbf
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-0,06",EUR,"9609,96",909cfb28-14a8-4492-b063-df38a74d2dbf
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Operation de change - Crédit,"1,1740",USD,"1222,08",USD,"-369,23",909cfb28-14a8-4492-b063-df38a74d2dbf
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Opération de change - Débit,,EUR,"-1040,93",EUR,"9610,02",909cfb28-14a8-4492-b063-df38a74d2dbf
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-0,21",EUR,"10650,95",909cfb28-14a8-4492-b063-df38a74d2dbf
24-08-2021,15:06,24-08-2021,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-2,00",EUR,"10651,16",909cfb28-14a8-4492-b063-df38a74d2dbf
