Date,Heure,Date de,Produit,Code ISIN,Description,FX,Mouvements,,Solde,,ID Ordre
05-06-2023,18:04,05-06-2023,,,"Virement vers votre Compte Espèces à la flatexDEGIRO Bank: 6,41 EUR",,,,EUR,"5736,99",
05-06-2023,18:04,05-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-6,41",EUR,"5730,58",
03-06-2023,07:42,02-06-2023,,,Operation de change - Crédit,,EUR,"6,41",EUR,"5736,99",
03-06-2023,07:42,02-06-2023,,,Opération de change - Débit,"1,0735",USD,"-6,88",USD,"0,00",
02-06-2023,17:36,02-06-2023,,,"Virement vers votre Compte Espèces à la flatexDEGIRO Bank: 1,32 EUR",,,,EUR,"5730,58",
02-06-2023,17:36,02-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-1,32",EUR,"5729,26",
02-06-2023,07:36,01-06-2023,,,Operation de change - Crédit,,EUR,"1,32",EUR,"5730,58",
02-06-2023,07:36,01-06-2023,,,Opération de change - Débit,"1,0789",USD,"-1,42",USD,"6,88",
02-06-2023,07:28,01-06-2023,UNITED PARCEL SERVICE,US9113121068,Dividende,,USD,"8,10",USD,"8,30",
02-06-2023,07:28,01-06-2023,UNITED PARCEL SERVICE,US9113121068,Impôts sur dividende,,USD,"-1,22",USD,"0,20",
01-06-2023,17:49,01-06-2023,,,Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 5 EUR,,,,EUR,"5729,26",
01-06-2023,17:49,01-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"5,00",EUR,"5734,26",
01-06-2023,14:52,31-05-2023,,,Frais de connexion aux places boursières 2023 (Euronext Amsterdam - EAM),,EUR,"-2,50",EUR,"5729,26",
01-06-2023,14:52,31-05-2023,,,Frais de connexion aux places boursières 2023 (Tradegate AG - TDG),,EUR,"-2,50",EUR,"5731,76",
01-06-2023,07:27,31-05-2023,VANGUARD USDTRBOND,IE00BZ163M45,Dividende,,USD,"1,42",USD,"1,42",
18-05-2023,18:04,18-05-2023,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 465,6 EUR",,,,EUR,"5734,26",
18-05-2023,18:04,18-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"465,60",EUR,"6199,86",
18-05-2023,09:57,18-05-2023,BANK OF NOVA SCOTIA,CA0641491075,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-3,90",EUR,"5734,26",a4904210-ec9d-4520-9154-1f106538c3e3
18-05-2023,09:57,18-05-2023,BANK OF NOVA SCOTIA,CA0641491075,"Achat 10 Bank of Nova Scotia@46,17 EUR (CA0641491075)",,EUR,"-461,70",EUR,"5738,16",a4904210-ec9d-4520-9154-1f106538c3e3
17-05-2023,17:49,17-05-2023,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 415,96 EUR",,,,EUR,"6199,86",
17-05-2023,17:49,17-05-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"415,96",EUR,"6615,82",
17-05-2023,14:49,17-05-2023,VANGUARD USDTRBOND,IE00BZ163M45,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"6199,86",6fb44b36-4f4d-41a5-bd04-4b55491624fc
17-05-2023,14:49,17-05-2023,VANGUARD USDTRBOND,IE00BZ163M45,"Achat 20 VANGUARD USDTRBOND@20,748 EUR (IE00BZ163M45)",,EUR,"-414,96",EUR,"6200,86",6fb44b36-4f4d-41a5-bd04-4b55491624fc
05-04-2023,01:50,04-04-2023,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 2,5 EUR",,,,EUR,"6615,82",
05-04-2023,01:50,04-04-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"2,50",EUR,"6618,32",
04-04-2023,08:20,31-03-2023,,,Frais de connexion aux places boursières 2023 (New York Stock Exchange - NSY),,EUR,"-2,50",EUR,"6615,82",
03-04-2023,05:21,31-03-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"6618,32",
03-03-2023,10:49,02-03-2023,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 865,6 EUR",,,,EUR,"6618,32",
03-03-2023,10:49,02-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"865,60",EUR,"7483,92",
02-03-2023,16:49,02-03-2023,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 1 093,2 EUR",,,,EUR,"6618,32",
02-03-2023,16:49,02-03-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"1093,20",EUR,"7711,52",
02-03-2023,15:33,02-03-2023,UNITED PARCEL SERVICE,US9113121068,Operation de change - Crédit,"1,0573",USD,"914,10",USD,"0,00",e4f4af67-8501-4858-bea6-a502ed49812a
02-03-2023,15:33,02-03-2023,UNITED PARCEL SERVICE,US9113121068,Opération de change - Débit,,EUR,"-864,60",EUR,"6618,32",e4f4af67-8501-4858-bea6-a502ed49812a
02-03-2023,15:33,02-03-2023,UNITED PARCEL SERVICE,US9113121068,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"7482,92",e4f4af67-8501-4858-bea6-a502ed49812a
02-03-2023,15:33,02-03-2023,UNITED PARCEL SERVICE,US9113121068,"Achat 5 UNITED PARCEL SERVICE@182,82 USD (US9113121068)",,USD,"-914,10",USD,"-914,10",e4f4af67-8501-4858-bea6-a502ed49812a
02-03-2023,12:57,02-03-2023,VANGUARD GLOBAL AGGREGATE BOND ETF EU...,IE00BG47KH54,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"7483,92",3b99009e-a281-41d4-9fac-6daf6338f4fe
02-03-2023,12:57,02-03-2023,VANGUARD GLOBAL AGGREGATE BOND ETF EU...,IE00BG47KH54,"Achat 50 Vanguard Global Aggregate Bond ETF EUR Hgd Acc@21,844 EUR (IE00BG47KH54)",,EUR,"-1092,20",EUR,"7484,92",3b99009e-a281-41d4-9fac-6daf6338f4fe
12-01-2023,18:18,12-01-2023,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 2 742,53 EUR",,,,EUR,"8577,12",
12-01-2023,18:18,12-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"2742,53",EUR,"11319,65",
12-01-2023,11:04,12-01-2023,ISHARES NASDAQ 100 UCITS ETF USD (ACC),IE00B53SZB19,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"8577,12",ce5d4238-5c05-4a2c-9d05-027f3cf2158f
12-01-2023,11:04,12-01-2023,ISHARES NASDAQ 100 UCITS ETF USD (ACC),IE00B53SZB19,"Achat 2 iShares NASDAQ 100 UCITS ETF USD (Acc)@601,3 EUR (IE00B53SZB19)",,EUR,"-1202,60",EUR,"8578,12",ce5d4238-5c05-4a2c-9d05-027f3cf2158f
12-01-2023,10:57,12-01-2023,ISH DM PPTY YLD,IE00BFM6T921,Operation de change - Crédit,"1,0742",USD,"528,70",USD,"0,00",f549cb76-fabf-4c2b-a63b-f640f6277682
12-01-2023,10:57,12-01-2023,ISH DM PPTY YLD,IE00BFM6T921,Opération de change - Débit,,EUR,"-492,18",EUR,"9780,72",f549cb76-fabf-4c2b-a63b-f640f6277682
12-01-2023,10:57,12-01-2023,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"10272,90",f549cb76-fabf-4c2b-a63b-f640f6277682
12-01-2023,10:57,12-01-2023,ISH DM PPTY YLD,IE00BFM6T921,"Achat 100 ISH DM PPTY YLD@5,287 USD (IE00BFM6T921)",,USD,"-528,70",USD,"-528,70",f549cb76-fabf-4c2b-a63b-f640f6277682
12-01-2023,10:51,12-01-2023,AMUNDI PHYS GOLD,FR0013416716,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"10273,90",9773bbfd-395c-426c-a168-a9fff75af099
12-01-2023,10:51,12-01-2023,AMUNDI PHYS GOLD,FR0013416716,"Achat 15 AMUNDI PHYS GOLD@69,65 EUR (FR0013416716)",,EUR,"-1044,75",EUR,"10274,90",9773bbfd-395c-426c-a168-a9fff75af099
04-01-2023,05:37,03-01-2023,,,Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 5 EUR,,,,EUR,"11319,65",
04-01-2023,05:37,03-01-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"5,00",EUR,"11324,65",
03-01-2023,14:00,31-12-2022,,,Frais de connexion aux places boursières 2023 (London Stock Exchange (LSE) - LSE),,EUR,"-2,50",EUR,"11319,65",
03-01-2023,14:00,31-12-2022,,,Frais de connexion aux places boursières 2023 (Xetra - XET),,EUR,"-2,50",EUR,"11322,15",
02-01-2023,16:01,02-01-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"11324,65",
02-12-2022,16:49,02-12-2022,,,"Virement vers votre Compte Espèces à la flatexDEGIRO Bank: 3,04 EUR",,,,EUR,"11324,65",
02-12-2022,16:49,02-12-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-3,04",EUR,"11321,61",
02-12-2022,09:30,02-12-2022,ISH DM PPTY YLD,IE00BFM6T921,Operation de change - Crédit,"1,0500",USD,"517,70",USD,"0,00",47ca3956-0251-47fc-a5f2-89bb2bf2150f
02-12-2022,09:30,02-12-2022,ISH DM PPTY YLD,IE00BFM6T921,Opération de change - Débit,,EUR,"-493,06",EUR,"11324,65",47ca3956-0251-47fc-a5f2-89bb2bf2150f
02-12-2022,09:30,02-12-2022,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"11817,71",47ca3956-0251-47fc-a5f2-89bb2bf2150f
02-12-2022,09:30,02-12-2022,ISH DM PPTY YLD,IE00BFM6T921,"Achat 100 ISH DM PPTY YLD@5,177 USD (IE00BFM6T921)",,USD,"-517,70",USD,"-517,70",47ca3956-0251-47fc-a5f2-89bb2bf2150f
02-12-2022,09:29,02-12-2022,LYXORCOMMTHREUTERS/CORECOMMCRBEXENERG...,LU1829218582,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"11818,71",f73481f6-570d-42a2-bf2f-78ffb50eba8b
02-12-2022,09:29,02-12-2022,LYXORCOMMTHREUTERS/CORECOMMCRBEXENERG...,LU1829218582,"Vente 20 LyxorCommThReuters/CoreCommCRBExEnergyTRUCITSETFA@24,905 EUR (LU1829218582)",,EUR,"498,10",EUR,"11819,71",f73481f6-570d-42a2-bf2f-78ffb50eba8b
01-10-2022,20:01,30-09-2022,,,Flatex Interest,,EUR,"-1,59",EUR,"11321,61",
30-09-2022,10:04,29-09-2022,,,"Virement vers votre Compte Espèces à la flatexDEGIRO Bank: 7 997,81 EUR",,,,EUR,"11323,20",
30-09-2022,10:04,29-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-7997,81",EUR,"3325,39",
29-09-2022,17:02,29-09-2022,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"11323,20",a3cc1b24-437f-4b7f-a5f3-7d32c1777b56
29-09-2022,17:02,29-09-2022,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,"Vente 14 ISHARES $ TIPS UCITS ETF@228,65 EUR (IE00B1FZSC47)",,EUR,"3201,10",EUR,"11324,20",a3cc1b24-437f-4b7f-a5f3-7d32c1777b56
29-09-2022,17:02,29-09-2022,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"8123,10",d340d5a0-e991-40b5-8b68-5660790dc4fc
29-09-2022,17:02,29-09-2022,ISHARES $ TIPS UCITS ETF,IE00B1FZSC47,"Vente 21 ISHARES $ TIPS UCITS ETF@228,51 EUR (IE00B1FZSC47)",,EUR,"4798,71",EUR,"8124,10",d340d5a0-e991-40b5-8b68-5660790dc4fc
27-09-2022,10:18,26-09-2022,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 498,57 EUR",,,,EUR,"3325,39",
27-09-2022,10:18,26-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"498,57",EUR,"3823,96",
26-09-2022,15:38,26-09-2022,ISH DM PPTY YLD,IE00BFM6T921,Operation de change - Crédit,"0,9643",USD,"479,80",USD,"0,00",eff8446c-866f-44ff-89cb-b78aec84b814
26-09-2022,15:38,26-09-2022,ISH DM PPTY YLD,IE00BFM6T921,Opération de change - Débit,,EUR,"-497,57",EUR,"3325,39",eff8446c-866f-44ff-89cb-b78aec84b814
26-09-2022,15:38,26-09-2022,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-1,00",EUR,"3822,96",eff8446c-866f-44ff-89cb-b78aec84b814
26-09-2022,15:38,26-09-2022,ISH DM PPTY YLD,IE00BFM6T921,"Achat 100 ISH DM PPTY YLD@4,798 USD (IE00BFM6T921)",,USD,"-479,80",USD,"-479,80",eff8446c-866f-44ff-89cb-b78aec84b814
02-07-2022,22:41,30-06-2022,,,Flatex Interest,,EUR,"-4,79",EUR,"3823,96",
02-04-2022,07:00,31-03-2022,,,Flatex Interest,,EUR,"-5,23",EUR,"3828,75",
02-03-2022,17:47,02-03-2022,,,Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 518 EUR,,,,EUR,"3833,98",
02-03-2022,17:47,02-03-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"518,00",EUR,"4351,98",
02-03-2022,10:43,02-03-2022,LYXORCOMMTHREUTERS/CORECOMMCRBEXENERG...,LU1829218582,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-0,50",EUR,"3833,98",c212f4fd-956e-4bed-ad55-6745cc6bb85d
02-03-2022,10:43,02-03-2022,LYXORCOMMTHREUTERS/CORECOMMCRBEXENERG...,LU1829218582,"Achat 20 LyxorCommThReuters/CoreCommCRBExEnergyTRUCITSETFA@25,875 EUR (LU1829218582)",,EUR,"-517,50",EUR,"3834,48",c212f4fd-956e-4bed-ad55-6745cc6bb85d
04-02-2022,10:15,03-02-2022,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 7,5 EUR",,,,EUR,"4351,98",
04-02-2022,10:15,03-02-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"7,50",EUR,"4359,48",
03-02-2022,10:06,31-01-2022,,,Frais de connexion aux places boursières 2022 (Borsa Italiana S.p.A. - MIL),,EUR,"-2,50",EUR,"4351,98",
03-02-2022,10:06,31-01-2022,,,Frais de connexion aux places boursières 2022 (London Stock Exchange (LSE) - LSE),,EUR,"-2,50",EUR,"4354,48",
03-02-2022,10:06,31-01-2022,,,Frais de connexion aux places boursières 2022 (Xetra - XET),,EUR,"-2,50",EUR,"4356,98",
31-12-2021,04:30,31-12-2021,,,Flatex Interest,,EUR,"-0,67",EUR,"4359,48",
29-12-2021,16:31,29-12-2021,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 583,42 EUR",,,,EUR,"4360,15",
29-12-2021,16:31,29-12-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"583,42",EUR,"4943,57",
29-12-2021,09:00,29-12-2021,ISH DM PPTY YLD,IE00BFM6T921,Operation de change - Crédit,"1,1271",USD,"657,00",USD,"0,00",d502e484-0123-4c7e-95c7-ad27542bd89a
29-12-2021,09:00,29-12-2021,ISH DM PPTY YLD,IE00BFM6T921,Opération de change - Débit,,EUR,"-582,92",EUR,"4360,15",d502e484-0123-4c7e-95c7-ad27542bd89a
29-12-2021,09:00,29-12-2021,ISH DM PPTY YLD,IE00BFM6T921,Frais DEGIRO de courtage et/ou de parties tierces,,EUR,"-0,50",EUR,"4943,07",d502e484-0123-4c7e-95c7-ad27542bd89a
29-12-2021,09:00,29-12-2021,ISH DM PPTY YLD,IE00BFM6T921,"Achat 100 ISH DM PPTY YLD@6,57 USD (IE00BFM6T921)",,USD,"-657,00",USD,"-657,00",d502e484-0123-4c7e-95c7-ad27542bd89a
24-12-2021,09:46,23-12-2021,,,"Virement depuis votre Compte Espèces à la flatexDEGIRO Bank: 0,14 EUR",,,,EUR,"4943,57",
24-12-2021,09:46,23-12-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"0,14",EUR,"4943,71",
23-12-2021,17:31,23-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Achat 0,000014 @ 9 842,1525 EUR",,,,EUR,"4943,57",
22-12-2021,13:17,21-12-2021,,,"Virement vers votre Compte Espèces à la flatexDEGIRO Bank: 4 943,71 EUR",,,,EUR,"4943,71",
22-12-2021,13:17,21-12-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-4943,71",EUR,"0,00",
21-12-2021,16:11,21-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Vente 0,002277 @ 9 842,6007 EUR",,,,EUR,"4943,71",
21-12-2021,16:11,21-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Vente 0,5 @ 9 842,6007 EUR",,,,EUR,"4921,30",
20-12-2021,00:00,19-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,28",EUR,"4921,45",
17-12-2021,00:00,16-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,12",EUR,"4921,73",
16-12-2021,00:00,15-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4921,85",
15-12-2021,00:00,14-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4921,95",
14-12-2021,00:00,13-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,16",EUR,"4922,04",
13-12-2021,00:00,12-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,28",EUR,"4922,21",
10-12-2021,00:00,09-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,12",EUR,"4922,48",
09-12-2021,00:00,08-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4922,60",
08-12-2021,00:00,07-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,06",EUR,"4922,69",
07-12-2021,00:00,06-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,14",EUR,"4922,75",
06-12-2021,00:00,05-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,26",EUR,"4922,89",
03-12-2021,00:00,02-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,12",EUR,"4923,15",
02-12-2021,00:00,01-12-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,06",EUR,"4923,27",
01-12-2021,00:00,30-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"4923,33",
30-11-2021,00:00,29-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4923,42",
29-11-2021,00:00,28-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,24",EUR,"4923,52",
26-11-2021,00:00,25-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4923,76",
25-11-2021,00:00,24-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"4923,86",
24-11-2021,00:00,23-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4923,94",
23-11-2021,00:00,22-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4924,04",
22-11-2021,00:00,21-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,22",EUR,"4924,15",
19-11-2021,00:00,18-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,16",EUR,"4924,37",
18-11-2021,00:00,17-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,13",EUR,"4924,52",
17-11-2021,00:00,16-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,16",EUR,"4924,65",
15-11-2021,00:00,14-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,22",EUR,"4924,81",
12-11-2021,00:00,11-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"4925,03",
11-11-2021,00:00,10-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"4925,11",
10-11-2021,00:00,09-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,11",EUR,"4925,16",
09-11-2021,00:00,08-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,11",EUR,"4925,27",
08-11-2021,00:00,07-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,24",EUR,"4925,38",
05-11-2021,00:00,04-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4925,62",
04-11-2021,00:00,03-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"4925,72",
03-11-2021,00:00,02-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,10",EUR,"4925,81",
02-11-2021,00:00,01-11-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,16",EUR,"4925,91",
01-11-2021,00:00,31-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,22",EUR,"4926,07",
29-10-2021,00:00,28-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,12",EUR,"4926,29",
28-10-2021,16:02,28-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Achat 0,004482 @ 9 852,7954 EUR",,,,EUR,"4926,40",
28-10-2021,16:02,28-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,"Conversion Fonds Monétaires finalisée: Achat 0,3 @ 9 852,7954 EUR",,,,EUR,"4970,56",
28-10-2021,00:00,27-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"4970,56",
27-10-2021,09:15,19-10-2021,,,Versement de fonds,,EUR,"3000,00",EUR,"4970,59",
27-10-2021,00:00,26-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1970,59",
26-10-2021,00:00,25-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1970,62",
25-10-2021,00:00,24-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,09",EUR,"1970,67",
22-10-2021,00:00,21-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1970,76",
21-10-2021,00:00,20-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1970,78",
20-10-2021,00:00,19-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1970,82",
19-10-2021,00:00,18-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1970,85",
18-10-2021,00:00,17-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"1970,90",
15-10-2021,00:00,14-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1970,99",
14-10-2021,00:00,13-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1971,03",
13-10-2021,00:00,12-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,03",EUR,"1971,07",
12-10-2021,00:00,11-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,06",EUR,"1971,09",
11-10-2021,00:00,10-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,08",EUR,"1971,15",
08-10-2021,00:00,07-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,05",EUR,"1971,23",
07-10-2021,00:00,06-10-2021,MORGAN STANLEY EUR LIQUIDITY FUND,LU1959429272,Variation Fonds Monétaires (EUR),,EUR,"-0,04",EUR,"1971,28",
